"","seqn","sddsrvyr","ridstatr","riagendr","ridageyr","ridreth1","ridexmon","dmdcitzn","dmdeduc2","dmdmartl","sialang","siaproxy","siaintrp","fialang","fiaproxy","fiaintrp","mialang","miaproxy","miaintrp","dmdhhsiz","dmdfmsiz","dmdhrgnd","dmdhrage","dmdhredu","dmdhrmar","wtint2yr","wtmec2yr","sdmvpsu","sdmvstra","indhhin2","indfmin2","indfmpir","year"
"2442",43916,5,2,2,55,3,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,58,3,1,31250.854301,31151.597076,2,59,6,6,2.14,"2007-2008"
"2449",43923,5,2,1,67,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,67,1,1,8842.521562,9790.185755,1,66,3,3,0.91,"2007-2008"
"2463",43937,5,2,2,47,3,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,47,1,1,29253.347678,30886.474234,1,61,5,5,1.61,"2007-2008"
"2471",43945,5,2,1,70,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,70,3,1,9935.266183,10074.150074,2,59,7,7,2.86,"2007-2008"
"2486",43960,5,2,1,43,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,44,5,1,26084.331289,28639.547775,1,66,5,5,1.68,"2007-2008"
"2488",43962,5,2,1,74,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,74,3,1,28153.114415,27640.921197,1,67,6,6,2.19,"2007-2008"
"2489",43963,5,2,1,31,3,1,1,5,1,1,2,2,1,2,2,1,2,2,7,7,2,57,5,1,45593.554999,45955.660632,1,70,15,15,5,"2007-2008"
"2492",43966,5,2,2,71,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,80,5,1,31860.187616,30969.978412,1,61,7,7,2.67,"2007-2008"
"2497",43971,5,2,2,52,5,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,52,4,1,152084.358937,158172.672675,2,65,15,15,5,"2007-2008"
"2503",43977,5,2,2,62,3,2,1,2,1,1,2,2,1,2,2,1,2,2,3,3,2,62,2,1,24080.995783,26827.571509,1,61,3,3,0.84,"2007-2008"
"2506",43980,5,2,1,53,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,53,2,1,15232.987003,15708.136365,1,71,3,3,0.7,"2007-2008"
"2518",43992,5,2,2,21,1,1,1,4,5,1,2,2,1,2,2,1,2,2,5,5,2,50,5,1,22139.303076,22359.636542,1,66,9,9,2.49,"2007-2008"
"2527",44001,5,2,2,49,4,2,1,5,1,1,2,2,1,2,2,1,2,2,5,5,1,49,5,1,23833.861391,24255.751567,2,74,15,15,5,"2007-2008"
"2534",44008,5,2,1,39,2,2,1,4,1,1,2,2,1,2,2,1,2,2,4,4,1,39,4,1,24561.981725,24964.945841,2,63,8,8,2.12,"2007-2008"
"2538",44012,5,2,2,48,3,2,1,3,1,1,2,2,1,2,2,1,2,2,5,5,1,61,5,1,24175.264287,24637.754637,2,63,7,7,1.41,"2007-2008"
"2542",44016,5,2,1,44,3,2,1,3,1,1,2,2,1,2,2,1,2,2,3,3,2,46,4,1,27597.241,28753.028516,1,67,2,2,0.52,"2007-2008"
"2543",44017,5,2,1,42,3,2,1,3,1,1,2,2,1,2,2,1,2,2,3,3,1,42,3,1,116710.080329,120766.666868,1,69,8,8,2.91,"2007-2008"
"2547",44021,5,2,2,71,3,1,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,76,3,1,32611.654115,31835.080459,1,65,8,8,3.65,"2007-2008"
"2548",44022,5,2,2,44,4,2,1,5,1,1,2,2,1,2,2,1,2,2,6,6,1,70,4,1,24997.064529,25439.544905,1,64,7,7,1.45,"2007-2008"
"2553",44027,5,2,1,76,3,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,76,1,1,31035.468546,30785.721932,1,59,8,8,3.65,"2007-2008"
"2559",44033,5,2,2,47,3,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,63,4,1,52317.213439,53808.340779,2,66,15,15,5,"2007-2008"
"2560",44034,5,2,2,49,3,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,57,5,1,68474.462195,68461.615327,1,70,15,15,5,"2007-2008"
"2567",44041,5,2,1,60,4,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,2,58,5,1,7322.988469,7307.292697,1,68,15,15,5,"2007-2008"
"2577",44051,5,2,1,32,3,1,1,2,1,1,2,2,1,2,2,1,2,2,5,5,1,32,2,1,64550.174758,67623.946498,1,68,15,15,4.14,"2007-2008"
"2588",44062,5,2,1,77,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,73,1,1,6077.295347,6792.125835,1,60,3,3,1.04,"2007-2008"
"2594",44068,5,2,2,60,1,1,1,3,1,1,2,2,1,2,2,1,2,2,3,3,1,59,5,1,6653.459034,6484.123447,2,70,9,9,3.41,"2007-2008"
"2597",44071,5,2,2,43,3,1,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,45,3,1,95285.349908,98001.140391,2,67,9,9,3.13,"2007-2008"
"2598",44072,5,2,2,54,4,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,55,3,1,21630.05297,22368.068422,1,63,9,9,3.49,"2007-2008"
"2611",44085,5,2,1,79,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,79,3,1,30052.773793,29506.019829,1,60,6,6,2.19,"2007-2008"
"2618",44092,5,2,1,47,3,2,1,2,1,1,2,2,1,2,2,1,2,2,4,4,2,35,4,1,27597.241,28753.028516,1,67,6,6,1.21,"2007-2008"
"2622",44096,5,2,1,64,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,3,1,64,1,1,6909.238913,7649.710766,1,72,5,5,1.16,"2007-2008"
"2624",44098,5,2,1,34,3,2,1,3,1,1,2,2,1,2,2,1,2,2,6,6,2,34,3,1,23077.546253,23260.828945,2,64,6,6,1.09,"2007-2008"
"2639",44113,5,2,1,45,2,1,2,5,1,2,2,2,1,2,2,2,2,2,5,5,1,45,5,1,15096.783305,15369.662838,2,68,15,15,4.44,"2007-2008"
"2647",44121,5,2,1,33,3,2,1,3,3,1,2,2,1,2,2,1,2,2,7,7,1,59,3,1,20082.677901,20242.175242,2,60,6,6,0.7,"2007-2008"
"2650",44124,5,2,2,37,3,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,36,2,1,81626.663505,86839.39933,1,61,8,8,3.15,"2007-2008"
"2654",44128,5,2,2,29,4,1,1,2,5,1,2,2,1,2,2,1,2,2,3,3,1,53,2,1,26529.793946,26383.436404,2,68,8,8,2.73,"2007-2008"
"2659",44133,5,2,2,47,3,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,1,45,4,1,84798.425353,84191.991971,2,69,7,7,2.92,"2007-2008"
"2667",44141,5,2,2,77,1,1,2,1,1,2,2,2,1,2,2,2,2,2,5,5,1,80,1,1,6804.830514,7644.180018,1,65,6,6,1.33,"2007-2008"
"2668",44142,5,2,1,28,5,1,1,4,5,1,2,2,1,2,2,1,2,2,3,3,1,62,3,1,69247.014034,71300.81074,2,69,7,7,2.05,"2007-2008"
"2683",44157,5,2,1,25,1,1,1,5,5,1,2,2,1,2,2,1,2,2,3,3,1,56,5,1,23140.661164,24709.816215,1,65,15,15,5,"2007-2008"
"2684",44158,5,2,2,76,1,1,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,76,4,1,10626.058944,11149.231727,1,66,4,4,1.4,"2007-2008"
"2688",44162,5,2,2,72,3,1,1,4,1,1,2,2,1,2,2,1,2,2,4,4,2,72,4,1,41386.683668,41454.344135,2,66,7,7,1.65,"2007-2008"
"2695",44169,5,2,1,32,3,2,1,3,1,1,2,2,1,2,2,1,2,2,4,4,1,32,3,1,53454.387486,53878.92413,1,60,7,7,1.89,"2007-2008"
"2701",44175,5,2,1,32,3,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,32,2,1,23499.338616,25992.084615,2,59,4,4,1.36,"2007-2008"
"2708",44182,5,2,1,59,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,59,2,1,14772.347456,14808.856805,2,61,9,9,4.5,"2007-2008"
"2715",44189,5,2,2,55,3,1,1,3,1,1,2,2,1,2,2,1,2,2,3,3,2,55,3,1,93245.880992,96287.537147,2,68,15,15,5,"2007-2008"
"2720",44194,5,2,1,36,1,2,7,2,1,1,2,2,1,2,2,2,2,2,4,4,1,36,2,1,34953.958215,36545.268634,1,69,6,6,1.55,"2007-2008"
"2727",44201,5,2,1,76,3,2,1,4,1,1,2,2,1,2,2,1,2,2,3,3,1,76,4,1,11265.858895,11615.563349,2,59,5,5,1.14,"2007-2008"
"2731",44205,5,2,2,32,4,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,2,32,5,1,15897.817428,15822.779955,2,66,15,15,4.72,"2007-2008"
"2736",44210,5,2,1,71,3,2,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,71,5,1,9471.568094,9299.250643,1,60,7,7,2.92,"2007-2008"
"2739",44213,5,2,2,50,3,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,49,5,1,76996.471369,77290.258565,1,70,15,15,5,"2007-2008"
"2741",44215,5,2,1,73,3,2,1,4,1,1,2,2,1,2,2,1,2,2,3,3,2,62,2,1,9507.573661,9334.601155,1,61,3,3,0.84,"2007-2008"
"2743",44217,5,2,2,53,4,2,1,4,1,1,2,2,1,2,2,1,2,2,3,3,1,55,5,1,21630.05297,22368.068422,1,63,15,15,5,"2007-2008"
"2744",44218,5,2,1,64,2,1,1,3,1,1,2,2,1,2,2,1,2,2,3,3,1,64,3,1,6779.731732,7019.818249,2,72,8,8,2.56,"2007-2008"
"2755",44229,5,2,2,72,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,75,3,1,31860.187616,30969.978412,2,63,6,6,2.41,"2007-2008"
"2769",44243,5,2,1,60,1,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,60,5,1,7258.809714,7395.799457,1,69,15,15,5,"2007-2008"
"2773",44247,5,2,2,37,3,2,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,43,5,1,72384.680214,75847.304267,1,63,14,14,3.78,"2007-2008"
"2778",44252,5,2,2,58,2,2,2,1,5,2,2,2,2,2,2,2,2,2,7,7,1,34,4,1,10478.138202,10500.296504,1,62,5,5,0.71,"2007-2008"
"2779",44253,5,2,1,33,4,1,1,2,1,1,2,2,1,2,2,1,2,2,4,4,1,33,2,1,22065.460784,23222.662684,1,68,8,8,2.42,"2007-2008"
"2788",44262,5,2,2,35,3,2,1,3,1,1,2,2,1,2,2,1,2,2,3,3,2,35,3,1,85931.533457,88241.820701,2,63,14,14,5,"2007-2008"
"2793",44267,5,2,1,37,1,1,2,1,1,2,2,2,2,2,2,2,2,2,6,6,2,39,1,1,20942.380625,22465.137539,1,70,6,6,1.09,"2007-2008"
"2795",44269,5,2,2,40,3,2,1,2,1,1,2,2,1,2,2,1,2,2,7,7,1,36,3,1,30055.17538,29840.2367,1,61,5,5,0.58,"2007-2008"
"2813",44287,5,2,2,51,1,1,1,4,1,1,2,2,1,2,2,1,2,2,4,4,2,51,4,1,9900.809686,9784.257815,1,70,14,14,4.36,"2007-2008"
"2822",44296,5,2,2,73,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,76,4,1,53082.492506,51818.451587,2,63,6,6,2.14,"2007-2008"
"2825",44299,5,2,1,67,1,1,1,3,3,1,2,2,1,2,2,1,2,2,6,6,1,31,3,1,6543.699957,6695.509692,2,71,15,15,5,"2007-2008"
"2829",44303,5,2,1,32,2,1,2,1,5,2,2,2,2,2,2,2,2,2,5,5,1,33,1,1,21807.732796,22510.525888,1,65,8,8,2.07,"2007-2008"
"2831",44305,5,2,1,53,3,1,1,4,1,1,2,2,1,2,2,1,2,2,2,2,1,53,4,1,86053.459426,86210.80218,1,59,10,10,4.75,"2007-2008"
"2833",44307,5,2,2,57,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,52,3,1,11904.698424,11764.556868,1,61,5,5,1.71,"2007-2008"
"2839",44313,5,2,1,62,5,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,52,4,1,83112.34265,82629.577403,2,65,15,15,5,"2007-2008"
"2842",44316,5,2,1,66,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,66,3,1,5811.14324,6074.681948,2,62,7,7,2.86,"2007-2008"
"2843",44317,5,2,1,45,4,2,1,4,1,1,2,2,1,2,2,1,2,2,6,6,2,43,4,1,37233.734359,38015.297199,2,61,15,15,4.96,"2007-2008"
"2846",44320,5,2,1,48,3,2,1,4,1,1,2,2,1,2,2,1,2,2,7,7,2,40,4,1,101958.50178,101939.110002,1,61,9,9,1.62,"2007-2008"
"2854",44328,5,2,2,23,2,2,1,2,5,1,2,2,1,2,2,1,2,2,6,5,1,48,1,1,27883.911726,28557.143149,2,61,5,5,0.83,"2007-2008"
"2871",44345,5,2,2,74,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,74,3,1,35990.287526,41088.874308,1,60,8,8,3.65,"2007-2008"
"2877",44351,5,2,1,57,3,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,2,54,4,1,73285.01685,80226.648156,1,74,15,15,5,"2007-2008"
"2889",44363,5,2,1,36,1,1,2,2,1,2,2,2,2,2,2,2,2,2,5,5,1,36,2,1,29230.627444,30172.636558,2,66,5,5,0.91,"2007-2008"
"2891",44365,5,2,1,60,3,2,1,5,1,1,2,2,1,2,2,1,2,2,2,2,2,61,5,1,49330.978908,49732.373408,1,63,9,9,4.38,"2007-2008"
"2895",44369,5,2,2,56,3,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,56,4,1,92231.455838,91938.515416,1,63,15,15,5,"2007-2008"
"2898",44372,5,2,1,44,1,2,1,4,1,1,2,2,1,2,2,1,2,2,3,3,1,44,4,1,18303.719761,18839.452695,2,64,15,15,5,"2007-2008"
"2905",44379,5,2,1,53,3,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,53,2,1,83459.201226,83611.800559,2,63,10,10,4.64,"2007-2008"
"2906",44380,5,2,1,54,2,1,1,1,1,2,2,2,2,2,2,1,2,2,4,4,1,54,1,1,11086.858505,11432.681274,1,73,4,4,0.73,"2007-2008"
"2907",44381,5,2,1,75,3,1,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,75,3,1,28468.94398,28404.756395,2,68,5,5,1.43,"2007-2008"
"2913",44387,5,2,2,43,3,2,1,5,1,1,2,2,1,2,2,1,2,2,6,6,1,48,5,1,23547.187937,23699.241692,1,62,10,10,2.54,"2007-2008"
"2924",44398,5,2,1,39,1,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,39,5,1,22605.692394,23634.836893,1,70,6,6,1.45,"2007-2008"
"2934",44408,5,2,1,27,1,1,2,3,1,1,2,2,1,2,2,1,2,2,3,3,1,27,3,1,31171.97499,32005.290041,2,70,7,7,1.99,"2007-2008"
"2944",44418,5,2,1,43,3,1,1,5,1,1,2,2,1,2,2,1,2,2,7,6,1,43,5,1,63609.531682,66471.587715,2,68,15,15,5,"2007-2008"
"2960",44434,5,2,2,47,5,2,1,3,1,1,2,1,1,2,1,1,2,1,4,4,2,47,3,1,72467.293178,72935.243918,1,62,6,6,1.43,"2007-2008"
"2966",44440,5,2,2,40,2,2,1,3,1,2,2,2,1,2,2,2,2,2,6,6,1,42,3,1,15609.979423,15642.990119,1,62,7,7,1.45,"2007-2008"
"2968",44442,5,2,2,45,4,1,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,45,3,1,30227.875571,32769.212518,2,67,10,10,4.86,"2007-2008"
"2977",44451,5,2,2,38,3,2,1,5,1,1,2,2,1,2,2,1,2,2,4,4,2,38,5,1,57998.723198,58022.098679,1,60,14,14,3.87,"2007-2008"
"2978",44452,5,2,1,27,1,1,2,3,1,2,2,2,1,2,2,1,2,2,2,2,1,27,3,1,29021.981542,31727.1723,1,72,3,3,0.73,"2007-2008"
"2980",44454,5,2,1,29,3,2,1,5,1,1,2,2,1,2,2,1,2,2,5,5,2,31,4,1,38786.479515,38588.016864,2,60,9,9,2.42,"2007-2008"
"2983",44457,5,2,1,61,3,2,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,61,5,1,52939.841053,52278.53845,1,60,9,9,4.02,"2007-2008"
"2986",44460,5,2,2,75,1,2,2,4,2,2,2,2,2,2,2,2,2,2,6,6,1,40,4,1,7024.353292,7595.795962,2,64,5,5,0.7,"2007-2008"
"2988",44462,5,2,1,75,3,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,75,5,1,18250.287001,18964.087956,2,66,10,10,4.64,"2007-2008"
"2995",44469,5,2,2,34,3,1,1,4,1,1,2,2,1,2,2,1,2,2,4,4,1,34,5,1,113883.023574,118020.102772,2,65,15,15,5,"2007-2008"
"3013",44487,5,2,1,62,3,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,62,5,1,62086.516108,60743.511733,2,70,15,15,5,"2007-2008"
"3014",44488,5,2,2,27,4,2,1,5,5,1,2,2,1,2,2,1,2,2,3,3,1,55,5,1,26988.273006,27871.569718,1,63,15,15,5,"2007-2008"
"3021",44495,5,2,1,36,5,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,1,36,4,1,69919.013218,70474.312503,2,63,15,15,5,"2007-2008"
"3050",44524,5,2,2,33,1,1,1,4,1,1,2,2,1,2,2,1,2,2,7,7,1,30,4,1,10353.0536,10703.888758,2,66,14,14,2.5,"2007-2008"
"3058",44532,5,2,1,63,3,2,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,63,5,1,58553.019777,59923.937698,2,67,15,15,5,"2007-2008"
"3062",44536,5,2,2,37,3,2,1,2,1,1,2,2,1,2,2,1,2,2,6,5,1,20,2,1,31934.350446,32385.118466,2,62,7,7,1.41,"2007-2008"
"3066",44540,5,2,1,36,1,1,2,4,1,2,2,2,1,2,2,1,2,2,5,5,2,32,3,1,21807.732796,22510.525888,1,65,15,15,5,"2007-2008"
"3082",44556,5,2,1,64,1,1,1,1,1,1,2,2,1,2,2,1,2,2,3,3,1,64,1,1,7130.271363,7395.228652,2,70,3,3,0.8,"2007-2008"
"3090",44564,5,2,2,40,3,2,1,4,1,1,2,2,1,2,2,1,2,2,4,4,1,38,4,1,97373.946729,99236.780996,1,61,9,9,2.59,"2007-2008"
"3091",44565,5,2,2,23,5,1,1,4,5,1,2,1,1,2,1,1,2,2,5,5,2,52,1,1,45680.915885,47886.90074,2,72,5,5,0.97,"2007-2008"
"3095",44569,5,2,1,66,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,62,4,1,17290.31078,17432.66094,1,67,5,5,1.49,"2007-2008"
"3098",44572,5,2,2,60,4,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,60,2,1,13366.226611,13131.20517,2,72,9,9,4.43,"2007-2008"
"3102",44576,5,2,2,45,1,1,1,2,1,2,2,2,1,2,2,2,2,2,3,3,1,47,3,1,23849.405801,23568.651705,1,71,7,7,2.27,"2007-2008"
"3114",44588,5,2,1,53,3,2,1,4,1,1,2,2,1,2,2,1,2,2,5,5,1,53,4,1,76861.666062,77918.373013,1,64,15,15,4.97,"2007-2008"
"3115",44589,5,2,2,37,1,1,1,3,1,1,2,2,1,2,2,1,2,2,6,6,1,35,3,1,22236.919086,21996.383286,1,66,9,9,1.99,"2007-2008"
"3121",44595,5,2,2,40,2,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,2,40,5,1,17358.052461,17153.714275,2,73,14,14,3.87,"2007-2008"
"3126",44600,5,2,1,62,4,1,1,5,1,1,2,2,1,2,2,1,2,2,6,6,1,62,5,1,7543.241935,7641.133439,2,67,7,7,1.23,"2007-2008"
"3134",44608,5,2,2,20,1,1,1,3,5,1,2,2,1,2,2,1,2,2,4,4,1,52,4,1,28147.945903,29195.986701,2,65,10,10,3.4,"2007-2008"
"3143",44617,5,2,2,53,4,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,58,4,1,34191.530438,37066.102267,2,65,15,15,5,"2007-2008"
"3144",44618,5,2,2,38,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,3,2,38,2,1,16052.324366,15878.687062,1,62,5,5,1.16,"2007-2008"
"3146",44620,5,2,2,31,1,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,32,5,1,17102.325074,17374.306361,1,65,9,9,2.66,"2007-2008"
"3159",44633,5,2,1,60,3,2,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,60,5,1,49593.472221,50953.852312,1,67,15,15,5,"2007-2008"
"3160",44634,5,2,1,74,4,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,64,2,1,10235.688769,10303.445932,1,67,3,3,1.02,"2007-2008"
"3162",44636,5,2,1,48,4,1,1,5,1,1,2,2,1,2,2,1,2,2,5,5,1,48,5,1,23313.999618,22963.086861,2,67,14,14,3.11,"2007-2008"
"3163",44637,5,2,1,63,4,1,1,2,1,1,2,2,1,2,2,1,2,2,3,3,2,60,3,1,6852.086052,6635.507046,1,59,5,5,1.16,"2007-2008"
"3193",44667,5,2,1,34,3,2,1,3,1,1,2,2,1,2,2,1,2,2,4,4,1,34,3,1,79198.596683,88752.73057,2,63,6,6,1.6,"2007-2008"
"3197",44671,5,2,1,48,4,1,1,5,1,1,2,2,1,2,2,1,2,2,3,3,2,52,5,1,50235.332675,50277.628059,2,70,14,14,4.55,"2007-2008"
"3199",44673,5,2,2,64,3,1,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,64,3,1,61297.248153,62009.20742,1,59,6,6,2.41,"2007-2008"
"3200",44674,5,2,1,45,1,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,1,45,5,1,15222.699428,16748.23634,1,70,15,15,5,"2007-2008"
"3203",44677,5,2,1,24,2,1,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,24,5,1,24581.945291,26248.832998,2,68,2,2,0.34,"2007-2008"
"3207",44681,5,2,2,53,1,1,1,5,1,1,2,2,1,2,2,1,2,2,3,3,2,53,5,1,9900.809686,9784.257815,1,70,9,9,3.49,"2007-2008"
"3211",44685,5,2,1,57,3,2,1,4,1,1,2,2,1,2,2,1,2,2,2,2,2,56,4,1,102792.35734,104663.665271,1,69,15,15,5,"2007-2008"
"3217",44691,5,2,1,60,4,2,1,3,1,1,2,2,1,2,2,1,2,2,6,6,1,60,3,1,6134.056171,6094.545226,2,60,9,9,2.17,"2007-2008"
"3220",44694,5,2,1,37,1,1,1,2,1,2,2,2,2,2,2,1,2,2,5,5,1,37,2,1,29230.627444,30172.636558,2,66,6,6,1.01,"2007-2008"
"3224",44698,5,2,1,74,3,1,1,2,1,1,2,2,1,2,2,1,2,2,3,3,2,68,2,1,29384.512231,28849.916035,1,59,6,6,1.51,"2007-2008"
"3227",44701,5,2,1,44,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,48,3,1,29437.295477,29431.696714,2,63,2,2,0.57,"2007-2008"
"3245",44719,5,2,2,76,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,78,1,1,7716.623556,8134.334821,1,60,4,4,1.1,"2007-2008"
"3250",44724,5,2,2,51,3,2,1,4,1,1,2,2,1,2,2,1,2,2,4,4,1,54,3,1,29941.786071,30103.002808,1,67,4,4,0.71,"2007-2008"
"3252",44726,5,2,1,34,1,1,1,3,1,1,2,2,1,2,2,1,2,2,4,4,1,34,3,1,42849.909913,46593.03632,2,65,7,7,1.79,"2007-2008"
"3259",44733,5,2,2,44,3,2,1,3,1,1,2,2,1,2,2,1,2,2,3,3,2,44,3,1,21355.298903,21202.577126,1,60,5,5,1.28,"2007-2008"
"3260",44734,5,2,1,29,1,1,1,1,5,1,2,2,1,2,2,1,2,2,4,4,2,51,2,1,35166.824845,37551.467205,1,66,15,15,5,"2007-2008"
"3261",44735,5,2,1,33,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,33,3,1,29614.586389,29849.786486,2,60,5,5,1.43,"2007-2008"
"3262",44736,5,2,1,48,3,2,1,3,1,1,2,2,1,2,2,1,2,2,5,5,1,48,3,1,87980.105442,89660.66518,2,62,15,15,5,"2007-2008"
"3264",44738,5,2,1,52,2,2,1,3,1,2,2,2,2,2,2,1,2,2,2,2,1,52,3,1,11327.761972,11355.758146,1,61,5,5,1.71,"2007-2008"
"3270",44744,5,2,2,73,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,2,73,3,1,20747.605945,20783.50754,1,67,2,2,0.53,"2007-2008"
"3276",44750,5,2,2,49,3,2,1,3,1,1,2,2,1,2,2,1,2,2,7,7,1,54,4,1,75485.153967,76966.275133,2,74,15,15,2.02,"2007-2008"
"3284",44758,5,2,2,59,2,2,1,2,1,2,2,2,1,2,2,2,2,2,7,5,1,63,3,1,10478.138202,10500.296504,1,62,15,15,4.25,"2007-2008"
"3286",44760,5,2,1,46,2,2,1,3,1,1,2,2,1,2,2,1,2,2,4,4,2,44,3,1,23538.035928,24272.237483,1,69,8,8,2.18,"2007-2008"
"3291",44765,5,2,2,39,1,2,1,3,1,1,2,2,1,2,2,1,2,2,5,5,1,43,2,1,23783.600538,23856.928554,2,61,8,8,1.81,"2007-2008"
"3293",44767,5,2,1,38,3,2,1,4,1,1,2,2,1,2,2,1,2,2,4,4,1,38,4,1,79198.596683,88752.73057,1,61,9,9,2.59,"2007-2008"
"3297",44771,5,2,2,78,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,80,5,1,35990.287526,34984.678721,1,60,8,8,3.65,"2007-2008"
"3304",44778,5,2,2,53,3,1,2,3,1,1,2,1,1,2,1,1,2,1,4,4,1,52,3,1,26737.102095,26839.119994,1,73,4,4,0.73,"2007-2008"
"3306",44780,5,2,2,49,3,2,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,52,3,1,107369.693862,106601.842733,2,61,14,14,5,"2007-2008"
"3308",44782,5,2,1,53,2,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,2,48,5,1,14772.347456,14808.856805,2,61,15,15,5,"2007-2008"
"3309",44783,5,2,1,34,4,2,2,5,1,1,2,2,1,2,2,1,2,2,4,4,2,27,4,1,19313.526781,20621.50556,1,64,7,7,1.94,"2007-2008"
"3311",44785,5,2,1,46,4,1,1,5,1,1,2,2,1,2,2,1,2,2,4,4,1,46,5,1,26885.347467,26736.356101,1,68,15,15,5,"2007-2008"
"3316",44790,5,2,2,50,3,2,1,4,1,1,2,2,1,2,2,1,2,2,4,4,2,50,4,1,104007.450029,110253.563961,1,61,15,15,5,"2007-2008"
"3318",44792,5,2,2,53,3,2,1,3,1,1,2,2,1,2,2,1,2,2,7,7,1,54,3,1,30689.929081,30592.453435,1,61,6,6,1.03,"2007-2008"
"3321",44795,5,2,1,61,3,2,1,5,1,1,2,2,1,2,2,1,2,2,3,3,1,61,5,1,21953.478228,22555.675924,2,59,6,6,1.7,"2007-2008"
"3343",44817,5,2,2,70,2,1,1,5,1,1,2,2,1,2,2,1,2,2,2,2,2,70,5,1,9372.219386,9983.384466,2,66,10,10,4.64,"2007-2008"
"3350",44824,5,2,2,26,2,1,1,2,1,2,2,2,2,2,2,2,2,2,7,7,1,61,1,1,20383.485479,21516.701959,2,72,8,6,0.66,"2007-2008"
"3351",44825,5,2,2,50,3,2,1,3,1,1,2,2,1,2,2,1,2,2,3,3,2,50,3,1,109492.649683,112034.114674,2,63,8,8,2.95,"2007-2008"
"3357",44831,5,2,1,48,3,2,1,5,1,1,2,2,1,2,2,1,2,2,6,6,1,48,5,1,24815.290853,25289.302319,1,62,10,10,2.54,"2007-2008"
